"선수명","ID","season_2010","season_2011","season_2012","season_2013","season_2014","season_2015","season_2016","season_2017","season_2018","season_2019","season_2010_tf","season_2011_tf","season_2012_tf","season_2013_tf","season_2014_tf","season_2015_tf","season_2016_tf","season_2017_tf","season_2018_tf","season_2019_tf"
"윤병호",62016,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","NC","NC","NC","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤석민",74215,"소속팀없음","두산","두산","두산","키움","키움","키움","키움-KT","KT","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer"
"윤석민",75620,"기아","기아","기아","기아","소속팀없음","기아","기아","소속팀없음","기아","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤석주",79840,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤성빈",67588,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤성환",74454,"삼성","삼성","삼성","삼성","삼성","삼성","삼성","삼성","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤수강",62537,"소속팀없음","소속팀없음","롯데","소속팀없음","소속팀없음","KT","소속팀없음","소속팀없음","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤수호",65064,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","NC-두산","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer"
"윤영삼",61456,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","소속팀없음","소속팀없음","키움","키움","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤영수",65405,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤요섭",78892,"SK-LG","LG","LG","LG","LG","KT","KT","KT","소속팀없음","소속팀없음","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤정우",61652,"소속팀없음","기아","LG","소속팀없음","소속팀없음","소속팀없음","기아","소속팀없음","SK","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤정현",69399,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤중환",79869,"소속팀없음","SK","소속팀없음","소속팀없음","소속팀없음","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤지웅",61329,"소속팀없음","키움","소속팀없음","소속팀없음","LG","LG","LG","LG","LG","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤진호",79198,"LG","LG","LG","소속팀없음","소속팀없음","LG","LG","LG","LG","LG","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤해진",62668,"소속팀없음","소속팀없음","기아","기아","기아","기아","기아","소속팀없음","소속팀없음","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤형배",92506,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤호솔",63961,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤효섭",79653,"기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"윤희상",74838,"SK","SK","SK","SK","SK","SK","SK","SK","SK","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이건욱",64861,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","SK","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이경우",61569,"소속팀없음","소속팀없음","롯데","소속팀없음","소속팀없음","롯데","롯데","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이규대",60439,"소속팀없음","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이대수",72860,"한화","한화","한화","한화","한화-SK","SK","SK","SK","SK","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이대은",67008,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이대진",93626,"기아","기아-LG","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이대형",73153,"LG","LG","LG","LG","기아","KT","KT","KT","KT","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이대호",71564,"롯데","롯데","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이대환",72333,"키움","LG","LG","기아","소속팀없음","NC","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이도윤",65703,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이도형",93225,"한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이동걸",77452,"소속팀없음","삼성","삼성","삼성","한화","한화","한화","한화","한화","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이동학",70356,"키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이동현",71118,"LG","LG","LG","LG","LG","LG","LG","LG","LG","LG","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이동현",74620,"기아-한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이동훈",63606,"소속팀없음","소속팀없음","소속팀없음","기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이동훈",66702,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","한화","한화","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이두환",77242,"두산","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이명기",76849,"SK","소속팀없음","소속팀없음","SK","SK","SK","SK","기아","기아","기아-NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer"
"이명우",72535,"롯데","롯데","롯데","롯데","롯데","롯데","롯데","롯데","롯데","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이명환",78694,"소속팀없음","소속팀없음","소속팀없음","NC","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이민우",65616,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","기아","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이민재",61194,"소속팀없음","소속팀없음","LG","소속팀없음","소속팀없음","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이민호",62929,"소속팀없음","소속팀없음","소속팀없음","NC","NC","NC","NC","NC","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이범준",78119,"LG","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이범호",70756,"소속팀없음","기아","기아","기아","기아","기아","기아","기아","기아","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이병규",76100,"LG","LG","LG","LG","LG","LG","LG","LG","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이병규",97109,"LG","LG","LG","LG","LG","LG","LG","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이보근",75342,"키움","키움","키움","키움","소속팀없음","소속팀없음","키움","키움","키움","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이브랜드",63737,"소속팀없음","소속팀없음","소속팀없음","한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상동",69054,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상민",63960,"소속팀없음","소속팀없음","소속팀없음","NC","키움","키움","소속팀없음","소속팀없음","키움","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상백",60864,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상열",96720,"LG","LG","LG","LG","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상호",60566,"소속팀없음","소속팀없음","소속팀없음","NC","NC","소속팀없음","NC","NC","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상화",74647,"기아","기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상화",77563,"소속팀없음","소속팀없음","롯데","롯데","롯데","롯데","KT","KT","KT","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상훈",60724,"한화","소속팀없음","한화","삼성","삼성","삼성","삼성","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이상훈",78847,"소속팀없음","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이성곤",64266,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","소속팀없음","소속팀없음","두산","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이성규",66409,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","삼성","삼성","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이성민",63935,"소속팀없음","소속팀없음","소속팀없음","NC","NC","KT-롯데","롯데","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이성열",73136,"두산","두산","두산-키움","키움","키움","키움-한화","한화","한화","한화","한화","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이성우",71184,"기아","기아","기아","기아","기아","기아","기아","SK","SK","LG","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이성진",60198,"소속팀없음","소속팀없음","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이성호",78768,"한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이수민",64464,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","삼성","소속팀없음","소속팀없음","삼성","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이숭용",94310,"키움","키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승엽",95436,"소속팀없음","소속팀없음","삼성","삼성","삼성","삼성","삼성","삼성","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승우",77154,"소속팀없음","소속팀없음","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승재",76553,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승주",74346,"소속팀없음","키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승진",64805,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","SK","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승헌",68529,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승현",60146,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","LG","삼성","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승호",67603,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승호",70820,"SK","SK","롯데","NC","소속팀없음","NC","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이승호",99137,"SK","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이시찬",74148,"LG","LG","한화","한화","한화","한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이양기",73725,"한화","한화","한화","한화","한화","소속팀없음","한화","한화","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이여상",76435,"한화","한화","한화","한화","소속팀없음","롯데","롯데","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이영수",74650,"기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이영우",96734,"한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이영욱",73825,"소속팀없음","SK","SK","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이영욱",78467,"삼성","삼성","소속팀없음","소속팀없음","삼성","삼성","삼성","삼성","기아","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이영재",91416,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이영준",64051,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","키움","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이영하",66291,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","두산","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이용규",74163,"기아","기아","기아","기아","한화","한화","한화","한화","한화","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이용찬",77211,"두산","두산","두산","두산","두산","소속팀없음","두산","두산","두산","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이용호",77253,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","두산","두산","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이용훈",70434,"롯데","롯데","롯데","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이우민",71565,"롯데","롯데","롯데","롯데","롯데","롯데","롯데","롯데","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이우석",65964,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이우선",79442,"삼성","삼성","삼성","삼성","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이우성",63260,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","두산","두산-NC","NC-기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","yes_transfer"
"이우찬",61145,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","LG","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이원석",68700,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이원석",75566,"두산","두산","두산","두산","두산","소속팀없음","두산","삼성","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이원재",62025,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이원재",77229,"두산","소속팀없음","두산","소속팀없음","소속팀없음","두산","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이원준",67863,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","SK","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이유찬",67207,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이윤재",61865,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이윤학",63137,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이은총",64602,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이인구",73563,"롯데","롯데","롯데","롯데","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이인복",64565,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","롯데","소속팀없음","소속팀없음","소속팀없음","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"이인행",60648,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","소속팀없음","기아","기아","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
